"ID3140140","5911 E OAK_","NAMPA","ID","83687"
"MN1500002","Austin Utilities_1908 14th Street NE","Austin","MN","55912"
"NJ1308001","601 UNION LN_","BRIELLE","NJ","08732"
"VT0005079","TOWN OF MILTON DIRECTOR OF PUBLIC WORKS_43 BOMBARDIER RD","MILTON","VT","05468"
"NY5521293","Tri State Capital Group_248 Devon Rd","TWP. OF WASHINGTON","NJ","07676"
"NY5501375","KES Management_1165 Rte 9G","HYDE PARK","NY","12538"
"WA5310724","3035 Rickenbacker DR_","Pasco","WA","99301"
"DE0000270","27964 Sussex Highway_","SEAFORD","DE","19973"
"TX1020028","8285 US HIGHWAY 59 S_","MARSHALL","TX","75672-4175"
"WA5319175","1411 Fowler Rd_","Raymond","WA","98577"
"MT0003440","63 SUMMIT WAY_","GARDINER","MT","59030"
"MT0003199","63 SUMMIT WAY_","GARDINER","MT","59030"
"MT0003755","63 SUMMIT WAY_","GARDINER","MT","59030"
"MT0001557","63 SUMMIT WAY_","GARDINER","MT","59030"
"MT0003313","63 SUMMIT WAY_","GARDINER","MT","59030"
"WA5319184","200 Home Lane_","Port Angeles","WA","98362"
"WA5319204","604 Briarwood Dr_","East Wenatchee","WA","98802"
"WA5319207","172 S Shore Diamond Lake Rd_","Newport","WA","99156"
"WA5319246","1431 NW Finn Hill Rd_","Poulsbo","WA","98370"
"FL6411098","600 GENERAL HARRIS ST._","LONGBOAT KEY","FL","33228"
"FL6411132","CALLER SERVICE 25010_","BRADENTON","FL","34206"
"PA7360182","103 FITE WAY_","QUARRYVILLE","PA","17566"
"PA2350002","106 ORCHARD ST_","MOSCOW","PA","18444"
"FL6296005","13129 SAINT FRANCIS LANE_","THONOTOSASSA","FL","33593-4232"
"IL0317370","7801 S LAVERGNE_","BURBANK","IL","60459"
"IL0990500","CITY OF MARSEILLES_209 LINCOLN STREET","MARSEILLES","IL","61341"
"IL0990110","CITY OF MARSEILLES_209 LINCOLN STREET","MARSEILLES","IL","61341"
"IL0975010","26575 W COMMERCE DR. SUITE 512_","VOLO","IL","60073"
"FL6295191","251 LITTLE FALLS DRIVE_","WILMINGTON","DE","19808"
"ND5101687","900 E BOULEVARD AVE, DEPT 770_","BISMARCK","ND","58505"
"WA5310614","2201 N Craig Rd OFC_","Spokane","WA","99224-8556"
"MA2139008","120 SHREWSBURY ST._","BOYLSTON","MA","01505"
"MA3301035","55 LAKE STREET_4TH FLOOR, SUITE 5","NASHUA","NH","03060"
"MA4172039","79 INDUSTRIAL DR_","MASHPEE","MA","02649"
"WA5312170","101 Wilson Creek Rd #60_","Ellensburg","WA","98926-0984"
"WA5312200","1100 N Tower Avenue_","Centralia","WA","98531"
"TX0140076","6202 SPARTA RD_","BELTON","TX","76513-4880"
"TX0140118","16490 STATE HIGHWAY 53_","TEMPLE","TX","76501-3404"
"TX1013253","3200 SOUTHWEST FWY STE 2600_","HOUSTON","TX","77027-7537"
"TX1012971","2727 ALLEN PKWY STE 1100_","HOUSTON","TX","77019-2191"
"AL0001755","1699 Ross Clark Circle_Suite 2","DOTHAN","AL","36301"
"FL6295565","1813 SHADY GROVE LANE_","FLEMING ISLAND","FL","32003"
"MI0005920","6209 S DIVISION_","KENTWOOD","MI","49548"
"TX1840006","210 HUDSON OAKS DR_","HUDSON OAKS","TX","76087-4710"
"TX1840126","210 HUDSON OAKS DR_","HUDSON OAKS","TX","76087-4710"
"GA1910072","1010 CLUBHOUSE LOOP   NE_","TOWNSEND","GA","31331"
"FL6295240","1971 W LUMSDEN ROAD_STE 340","BRANDON","FL","33511"
"AZ0410286","# 54_10390 S SIERRITA MOUNTAIN RD","TUCSON","AZ","85736"
"MO6010590","260 JAMES ST_","SULLIVAN","MO","63080-0000"
"NJ0702001","ONE MUNICIPAL PLAZA_","BLOOMFIELD","NJ","07003"
"CO0145120","34510 RD KK_","LA JUNTA","CO","81050"
"AL0001797","_5050 S Syracose Street Suite 1200","DENVER","CO","80237"
"AL0001798","_5050 S Syracose Street Suite 1200","DENVER","CO","80237"
"AL0001791","_5050 S Syracose Street Suite 1200","DENVER","CO","80237"
"DE0000065","3023 South DuPont Blvd_","SMYRNA","DE","19977"
"IA1781019","ATTN MEGAN HOBSCHEIDT_308 8TH AVE NE","BELMOND","IA","50421"
"WA5316215","3024 79th St E_","Puyallup","WA","98371"
"WA5316231","11237 SE 286th_","Auburn","WA","98092"
"WA5316242","128 N 2nd ST - 4th Floor Courthouse_","Yakima","WA","98901"
"CT0580031","8 HARVARD TERRACE_","NORWICH","CT","06360"
"WA5315818","4 Norway Pines Dr_","Tonasket","WA","98855-9433"
"WA5318580","12761 Similk Bay Rd_","Anacortes","WA","98221"
"WA5318707","7511 Greenwood Ave N, Unit #4011_","Seattle","WA","98103-4627"
"NC0279010","191 MEBANE BRIDGE RD_","EDEN","NC","27288"
"NC0377015","514 ROCKINGHAM RD_","ROCKINGHAM","NC","28379"
"TX1010689","9135 AIRLINE DR APT 1_","HOUSTON","TX","77037-2347"
"TX1011028","9135 AIRLINE DR APT 1_","HOUSTON","TX","77037-2347"
"AL0000264","160 Rosewood Lane_","ASHLAND","AL","36251"
"MT0002912","480 5TH ROAD NE_","FAIRFIELD","MT","59436"
"WA5316000","1230 Ruddell Rd. SE._","Lacey","WA","98503"
"NY0412238","WHITE LANTERN MOBILE COURT_118 KINGSLEY STREET","RANDOLPH","NY","14779"
"AL0000270","334 School House Road_","MILLERVILLE","AL","36251"
"MI0001935","1965 N THREE MILE RD_","TRAVERSE CITY","MI","49686"
"PA4560009","300 N CENTER AVE_","SOMERSET","PA","15501"
"OK2005741","Keith Neal_46 Pony Express Pass","OSAGE","OK","74054"
"MN1550002","607 9th St. N.W._","Byron","MN","55920"
"MN1550003","Office, Lot 4_739 55th Street NE","Rochester","MN","55906"
"MT0000415","319 3RD ST S_","GLASGOW","MT","59230"
"WA5319550","9710 SW Windmill St_","VASHON","WA","98070"
"MT0004714","4141 STATE AVE_","BILLINGS","MT","59101"
"WA5319571","514 165th St Ct E_","Spanaway","WA","98387"
"FL6296143","8423 SR 674_","WIMAUMA","FL","33598"
"MT0000592","5150 E LINCOLN HWY_","MERRILLVILLE","IN","46410"
"MT0003990","5150 E LINCOLN HWY_","MERRILLVILLE","IN","46410"
"FL6296085","4131 GUNN HIGHWAY_","TAMPA","FL","33618"
"WA5320624","2214 145th Ave SE_","Snohomish","WA","98290"
"WA5320692","1230 Ruddell Rd SE_","Lacey","WA","98503"
"NY1330557","_1 Municipal Plaza, Ste 1","BEACON","NY","12508"
"NY1302760","_1 Municipal Plaza, Ste 1","BEACON","NY","12508"
"WA5319928","4 Norway Pines Dr_","Tonasket","WA","98855-9433"
"OK3003617","Lender Allen/Director_1 Rush Buffalo","TONKAWA","OK","74653"
"WA5320776","814 18TH ST SW_","Puyallup","WA","98371"
"WA5320788","4001 Summitview Ave #5-191_","Yakima","WA","98908"
"MO4069016","1701 W ST JOSEPH ST_","PERRYVILLE","MO","63775-0000"
"MO4024206","16646 STATE HWY J_","CAMPBELL","MO","63933-8256"
"MO6010801","500 E LOCUST_","UNION","MO","63084-0000"
"AR0000181","149 COLLINS LINE ROAD_","DERMOTT","AR","71638"
"PA7280044","11102 BUCHANAN TRL E_","WAYNESBORO","PA","17268"
"FL6410182","1411 9TH STREET WEST_","BRADENTON","FL","34205"
"WA5320500","8515 Rich Rd SE_","Olympia","WA","98501"
"TX1013193","24425 STUEBNER AIRLINE RD_","TOMBALL","TX","77375-3119"
"VT0021015","_18 COMMON WAY","CHARLOTTE","VT","05445"
"AL0001160","_613 VALLEY STREET","MONTEVALLO","AL","35115"
"FL2020204","118 E. MACCLENNY AVE._","MACCLENNY","FL","32063"
"TX1740029","158 COUNTY ROAD 5026_","NACOGDOCHES","TX","75964-8739"
"TX1010565","600 TRAVIS ST STE 4200_","HOUSTON","TX","77002-2929"
"CT0970021","4 TURKEY HILL ROAD_","NEWTOWN","CT","06470"
"NH2422010","330 RTE 25_","WARREN","NH","03279"
"TX2470009","6646 US HIGHWAY 181 N_","FLORESVILLE","TX","78114-6251"
"CT1500011","12 NEW PRESTON HILL ROAD_","NEW PRESTON","CT","06777"
"MN1500003","Austin Mobile Home Park_58333 220th Street","Austin","MN","55912"
"MO4071640","504 MOHAWK_","IRONDALE","MO","63648-0000"
"MO6024633","504 MOHAWK_","IRONDALE","MO","63648-0000"
"MO5048194","KCB LLC_1915 S STEWART AVE","SPRINGFIELD","MO","65804-0000"
"ID4010092","2708 S HILTON_","BOISE","ID","83705"
"FL6295577","12928 CHRIS PLACE_","THONOTOSASSA","FL","33592"
"FL6295453","2035 PARK VILLAGE DR_","RUSKIN","FL","33570"
"FL6295471","4601 CLEWIS AVE_","TAMPA","FL","33610"
"MT0000597","5368 N MONTANA AVE_","HELENA","MT","59602"
"MT0004190","5368 N MONTANA AVE_","HELENA","MT","59602"
"MT0004559","5368 N MONTANA AVE_","HELENA","MT","59602"
"MT0000603","5368 N MONTANA AVE_","HELENA","MT","59602"
"OH3700312","29030 ROCKSTULL ROAD_","SUGAR GROVE","OH","43155"
"MN1170011","40394 570th Avenue_","Mountain Lake","MN","56159"
"AZ0420598","PMB 213_11200 S SIERRITA MTN RD","TUCSON","AZ","85736"
"AZ0420109","ATTN DOUG CHILDRESS_4444 E BENSON HWY","TUCSON","AZ","85706"
"FL1370598","4939 CROSS BAYOU BLVD._","NEW PORT RICHEY","FL","34652"
"AR0000804","103 East Maple_","GURDON","AR","71743-0000"
"NM3500112","_110 RICHMOND AVE","VIRDEN","NM","88045"
"WV3304802","_211 STEALEY STREET","MIDDLEBOURNE","WV","26149"
"TN0000537","3320 HIGHWAY 77_","PARIS","TN","38242"
"TN0000264","3826 VESTA RD_","LEBANON","TN","37090"
"AR0000882","6564 HWY 14_","FIFTY SIX","AR","72533"
"TX2010018","12050 COUNTY ROAD 262_","TYLER","TX","75707-5630"
"TX2270386","100 CONGRESS AVE STE 1300_","AUSTIN","TX","78701-2744"
"WY5600223","10700 HIGHWAY 189_","MARBLETON","WY","83113"
"DE0000614","19 West Green Street_","MIDDLETOWN","DE","19709"
"IA5252301","ATTN KEN LEO_3510 CUMBERLAND RIDGE RD NE","NORTH LIBERTY","IA","52317-9329"
"IA7109065","ATTN DAVE HENNINGSEN_711 5TH AVE","SIBLEY","IA","51249"
"TX1011642","1301 MCKINNEY ST STE 5100_","HOUSTON","TX","77010-3093"
"FL2020815","118 EAST MACCLENNY AVENUE_","MACCLENNY","FL","32063"
"FL6295311","325 MAGNOLIA HILL DR_","PLANT CITY","FL","33565"
"NY0506422","Lakeview Mobile Manor_5326 Sayles Corners Rd.","MORAVIA","NY","13118"
"MI0004590","1354 MERTZ RD_","CARO","MI","48723"
"MI0004577","1354 MERTZ RD_","CARO","MI","48723"
"MI0006950","35200 Forest Road_","WAYNE","MI","48184"
"IL0750900","201 BRIANNA DRIVE_","WATSEKA","IL","60970"
"FL2021356","501 S. CALHOUN ST._","TALLAHASSEE","FL","32301"
"TX1013107","2727 ALLEN PKWY STE 1100_","HOUSTON","TX","77019-2191"
"AR0000303","654 KYLER ROAD_","BATESVILLE","AR","72501"
"MO6010838","405 JEFFERSON ST_","WASHINGTON","MO","63090-0000"
"NY0900242","27 Catalan Road_","STANDISH","NY","12952"
"CA0810003","900 Northcrest Drive, #256_","CRESCENT CITY","CA","95531"
"AZ0413052","474 HIDDEN VALLEY RD_","PRESCOTT","AZ","86303"
"MI0005991","13010 GODDARD ROAD_","LAKE ODESSA","MI","48849"
"TX2120063","12050 COUNTY ROAD 262_","TYLER","TX","75707-5630"
"ID1280285","1576 W CHAPARRAL_","RATHDRUM","ID","83858"
"FL3591451","200 WEATHERSFIELD AVE_","ALTAMONTE SPRINGS","FL","32714"
"FL3594050","2600 LAKE LUCIEN DR_STE 207","MAITLAND","FL","32751"
"AR0000709","22189 N STATE HWY 109_","SCRANTON","AR","72863-0000"
"AR0000716","101 WOTAPI_","EL DORADO","AR","71730-0000"
"CO0154842","2621 HONEYSUCKLE LN_","STEAMBOAT SPRINGS","CO","80487"
"CO0154117","2621 HONEYSUCKLE LN_","STEAMBOAT SPRINGS","CO","80487"
"CO0154205","2621 HONEYSUCKLE LN_","STEAMBOAT SPRINGS","CO","80487"
"CO0154755","2621 HONEYSUCKLE LN_","STEAMBOAT SPRINGS","CO","80487"
"CO0154715","2621 HONEYSUCKLE LN_","STEAMBOAT SPRINGS","CO","80487"
"CO0123185","27653 HWY 6 STE 100_","RIFLE","CO","81650"
"KS2000904","114 CLEVELAND_","OLMITZ","KS","67564"
"KS2003704","304 S CHICOPEE RD_","PITTSBURG","KS","66762"
"IL0635125","23 SISTEK_","GARDNER","IL","60424"
"FL3590762","200 WEATHERSFIELD AVE_","ALTAMONTE SPRINGS","FL","32714"
"FL3590879","1126 E. SR 434_","WINTER SPRINGS","FL","32708"
"FL3590615","200 WEATHERSFIELD AVE_","ALTAMONTE SPRINGS","FL","32714"
"FL3424046","10230 SE HWY 25_","BELLEVIEW","FL","34420-5531"
"OR4100111","22648 NELSON ROAD_","BEND","OR","97701"
"OR4100090","22648 NELSON ROAD_","BEND","OR","97701"
"OR4100123","22648 NELSON ROAD_","BEND","OR","97701"
"OR4101367","22648 NELSON ROAD_","BEND","OR","97701"
"OR4101368","22648 NELSON ROAD_","BEND","OR","97701"
"FL3644119","THE LAKES OF PINE RUN CONDO ASSOC._100 LIMEWOOD PLACE","ORMOND BEACH","FL","32174"
"GA2510003","104 South Main Street_","SYLVANIA","GA","30467"
"NC0105432","1396 FAIRWAY RIDGE DR_","WEST JEFFERSON","NC","28694"
"ME0091470","80 BERWICK ROAD_","SOUTH BERWICK","ME","03908"
"105300013","39620 176TH LANE S.E._","AUBURN","WA","98092"
"MI0000440","17994 LINCOLN_","NEW LOTHROP","MI","48460"
"AK2240456","3575 Heath Street_","HOMER","AK","99603"
"OK2001032","Steve Foster, HOA President_333 Golden Dr.","ARDMORE","OK","73401"
"IA7642047","ATTN DON WOLF_CITY HALL","VARINA","IA","50593"
"TX1013429","1300 POST OAK BLVD STE 1400_","HOUSTON","TX","77056-3078"
"OK2005513","Barbara Sullivan, Owner_216 Magnolia Ridge","OKLAHOMA CITY","OK","73130"
"MA2286012","34 MEETING HOUSE LANE_UNIT #100","STOW","MA","01775"
"TX0790306","2727 ALLEN PKWY STE 1100_","HOUSTON","TX","77019-2191"
"CA3610850","14901 SOUTH CENTRAL AVENUE_","CHINO","CA","91710"
"NY5910495","15 Spring Valley Road_","OSSINING","NY","10562"
"MI0005351","8444 OAK RD_","EVART","MI","49631"
"MI0040015","3919 16TH ST_","WAYLAND","MI","49348"
"VA6047950","10468 HAZEL RIVER ROAD_","RIXEYVILLE","VA","22737"
"VA5135100","TOWN OF BLACKSTONE_100 WEST ELM STREET","BLACKSTONE","VA","23824"
"MN1180005","6190 Hedgecroft Avenue South_","Cottage Grove","MN","55016"
"MN1180008","Crosby City Hall_2 Second Street SW","Crosby","MN","56441"
"MN1180016","1910 6th Ln NW_","Elk River","MN","55330"
"WA5301213","21 E WARREN DR_","UNION","WA","98592-9649"
"WA5301220","310 Four Corners Rd._","Port Townsend","WA","98368"
"WA5301222","1230 Ruddell Rd. SE._","Lacey","WA","98503"
"FL1460775","1804 LEWIS TURNER BLVD._SUITE 300","FORT WALTON BEACH","FL","32547"
"FL3591395","17750 SW 248TH ST_","HOMESTEAD","FL","33031"
"NY1302779","20 MIddlebush Rd._","WAPPINGERS FALLS","NY","12590"
"NY1330660","20 MIddlebush Rd._","WAPPINGERS FALLS","NY","12590"
"NY1302804","4 Main Street_","POUGHQUAG","NY","12570"
"NY1330291","62 Civic Center Plaza_","POUGHKEEPSIE","NY","12601"
"OR4195017","3111 CANAL AVE_","GRANTS PASS","OR","97527"
"CO0130050","6949 HWY 73 STE 15_","EVERGREEN","CO","80439"
"CO0130187","6949 HWY 73 STE 15_","EVERGREEN","CO","80439"
"MA2045005","C/O GREG MCCKINSTRY_25 DEER RUN","BROOKFIELD","MA","01506"
"MI0060425","100 MISSION RIDGE_","GOODLETTSVILLE","TN","37072"
"TX2270220","23393 NAMELESS RD APT 165_","LEANDER","TX","78641-9257"
"MT0004683","2600 UPPER RIVER RD_","GREAT FALLS","MT","59405"
"TX1010719","12900 CROSBY LYNCHBURG RD_","CROSBY","TX","77532-6922"
"KS2019302","585 N FRANKLIN_","COLBY","KS","67701-2399"
"MO5031601","521 RODEO RD_","CAMDENTON","MO","65020-0000"
"MN1190013","1200 East 18th Street_","Hastings","MN","55033"
"NY3503567","9 FAIRLAWN DRIVE_","WASHINGTONVILLE","NY","10992"
"MN1190014","Inver Grove Heights City Hall_8150 Barbara Avenue","Inver Grove Heights","MN","55077"
"MN1190015","20195 Holyoke Avenue West_","Lakeville","MN","55044"
"AR0000885","2560 W. AR HWY 12_","HIGHFALL","AR","72734"
"NY3503561","Village of Warwick_77 Main St.","WARWICK","NY","10990"
"AR0000851","108 N GRANT_","BOONVILLE","AR","72927-4118"
"OR4101123","73477 MYTINGER LN_","PENDLETON","OR","97801"
"AR0000792","6210 S. 29th Street_","ROGERS","AR","72758"
"AR0000662","191 S. HOOD RD_","EARLE","AR","72331"
"MI0000660","411 South Sophie Street_","BESSEMER","MI","49911-1596"
"NV0000068","596 N HWY 395_RIVERVIEW MHP","GARDNERVILLE","NV","89410"
"OR4101045","82284 HAT ROCK RD_","HERMISTON","OR","97838"
"OH6800712","24 LAKENGREN DRIVE_","EATON","OH","45320"
"OK2001477","Tammy Peery_525 Wilkenson Dr","NORMAN","OK","73026"
"AR0000075","3174 E VAN BUREN_","EUREKA SPRINGS","AR","72632-0000"
"NE3102309","110 42ND RD LOT 37_","COLUMBUS","NE","68601"
"IL1890500","VILLAGE OF RICHVIEW_","RICHVIEW","IL","62877"
"IA4388034","ATTN RYAN MICHEL WATER SUPT_517 WALKER ST","WOODBINE","IA","51579"
"WA5324042","8841 Pepperidge Lane SE_","Yelm","WA","98597"
