"083890001","308 Four Bears Complex_","NEW TOWN","ND","58763"
"083890016","308 Four Bears Complex_","NEW TOWN","ND","58763"
"ID2290023","201 N MAIN ST_","MOSCOW","ID","83843"
"NC0347010","1606 HWY 401 BUSINESS_","RAEFORD","NC","28376"
"NC0180201","1009 MEAH LANE, LOT 9_","SALISBURY","NC","28147"
"TX1011982","3200 SOUTHWEST FWY STE 2600_ALLEN BOONE HUMPHRIES ROBINSON LLP","HOUSTON","TX","77027-7537"
"TX0570082","2870 DOWDY FERRY RD TRLR 95_","DALLAS","TX","75217-8314"
"TX0030026","4616 E STATE HIGHWAY 103_","LUFKIN","TX","75901-1210"
"WY5601173","1104 WILDERNESS TRAIL_","GREEN RIVER","WY","82935"
"AR0000560","101 WOTAPI_","EL DORADO","AR","71730-0000"
"MO4024581","15228 APPLE BLOSSOM LN_","DEXTER","MO","63841-0000"
"AR0000544","191 WOOD ACRE DR_","EL DORADO","AR","71730-0000"
"FL5110087","33100 TAMIAIMI TRAIL E_","OCHOPEE","FL","34141-1000"
"LA1025011","MAITLAND WATERWORKS DISTRICT_6243 HWY 15","CLAYTON","LA","71326"
"WA5353991","21201 NE 58th St_","Vancouver","WA","98682"
"NY2130045","66 EAST MAIN STREET_","MOHAWK","NY","13407"
"NY2102314","66 EAST MAIN STREET_","MOHAWK","NY","13407"
"NY2130062","66 EAST MAIN STREET_","MOHAWK","NY","13407"
"FL2180132","5100 W. LEMON ST._STE 109","TAMPA","FL","33609"
"TX1120011","4534 I 30 E_","SULPHUR SPRINGS","TX","75482-6245"
"083890017","308 Four Bears Complex_","NEW TOWN","ND","58763"
"TX1630034","980 FM 3175_","LYTLE","TX","78052-3797"
"TX1011901","2727 ALLEN PKWY STE 1100_","HOUSTON","TX","77019-2191"
"VT0005022","TOWN OF MANCHESTER_40 JEFF WILLIAMS WAY","MANCHESTER CENTER","VT","05255"
"MO6010715","1640 S KINGSHIGHWAY_","ST LOUIS","MO","63110-2285"
"AR0000537","3266 SFC 735_","FORREST CITY","AR","72335-0000"
"CA2700535","409 CORRAL DE TIERRA RD._","SALINAS","CA","93907"
"CO0158005","211 MAIN ST_","OVID","CO","80744"
"TX1012942","1300 POST OAK BLVD STE 1400_","HOUSTON","TX","77056-3078"
"NY3100586","375 Lake Street_","WILSON","NY","14172"
"UTAH27009","275 W 200 N_","LA VERKIN","UT","84745"
"UTAH03009","409 North Main_","LEWISTON","UT","84320"
"VA5117800","211 SOUTH MECKLENBURG AVE_","SOUTH HILL","VA","23970"
"UTAH04007","432 W 600 S_","PRICE","UT","84501"
"CO0135726","503 N HOLLYWOOD ST_","FORT COLLINS","CO","80521"
"AZ0412004","1450 N Hohokam_","NOGALES","AZ","85621"
"AZ0412015","1450 N Hohokam_","NOGALES","AZ","85621"
"UTAH18043","6162 N SCHOONER LN_","STANSBURY PARK","UT","84074"
"AR0000033","66 FLORENCE DRIVE_","MOUNTAIN HOME","AR","72653"
"WI7370161","211 GRAND AVE_","Rothschild","WI","54474"
"AR0000093","208 SOUTH FORDYCE_","RECTOR","AR","72461"
"AR0000845","1211 EAST WALNUT_","PARIS","AR","72855"
"CT0280031","29 Main Street_","MYSTIC","CT","06355"
"CT1210021","29 Main Street_","MYSTIC","CT","06355"
"PA7670024","184 MEADOWBROOK CT_","NEW CUMBERLAND","PA","17070"
"UTAH14043","1064 S 1950 W_","DELTA","UT","84624"
"FL1030141","6601 E. HWY 22_","CALLAWAY","FL","32404-9542"
"FL3421283","11800 S US HWY 441_","BELLEVEIW","FL","34420"
"UTAH21006","220 SOUTH CENTRAL BLVD_","CENTRAL VALLEY","UT","84754"
"FL3424789","5911 TROUBLE CREEK ROAD_","NEW PORT RICHEY","FL","34652"
"CA4300997","NASA Ames Research Center_M/S 204-15, Building N204, Room 102B","MOFFETT FIELD","CA","94035"
"ID6060080","814 S 1955 W_","SPRINGFIELD","ID","83277"
"CA3310047","14618 Broadway Street_","CABAZON","CA","92230"
"NY2902834","765 Park Place_","LONG BEACH","NY","11561"
"WI1570105","726 WATER ST_","Sauk City","WI","53583-1449"
"CO0121725","180 ROCK CREEK MESA_","COLORADO SPRINGS","CO","80926"
"NY1400539","136 Woodward Avenue_","SPRINGVILLE","NY","14141"
"NC0241111","5626-128 ATWATER DRIVE_","GREENSBORO","NC","27407"
"WI6480246","222 LEWIS ST., SUITE 228_","River Falls","WI","54022"
"CO0130318","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0130319","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0151608","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0118065","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0159070","230 S BEMISTON STE 502_","ST LOUIS","MO","63105"
"CO0149188","310 CRYSTAL CIR_","CARBONDALE","CO","81623"
"CO0140500","2223 N MAIN ST_","CREEDE","CO","81130"
"IL0410020","CITY OF TUSCOLA_214 NORTH MAIN STREET","TUSCOLA","IL","61953"
"IL0415030","CITY OF TUSCOLA_214 NORTH MAIN STREET","TUSCOLA","IL","61953"
"IL0975238","13000 HEIDEN CIRCLE_#3305","LAKE BLUFF","IL","60044"
"MD0080029","13353 BEACH HAVEN CIRCLE_","NEWBURG","MD","20664"
"MD0080035","5935 RACE CAR PLACE_","LA PLATA","MD","20646"
"MD0080041","13491 SOUTHVIEW ROAD_","NEWBURG","MD","20664"
"MD0080048","9347 WINKLER LANE_","LA PLATA","MD","20646"
"MD0080083","CHARLES CO DEPT PUBLIC WORKS_5310 HAWTHORNE ROAD","LA PLATA","MD","20646"
"MD0080064","CHARLES CO DEPT PUBLIC WORKS_5310 HAWTHORNE ROAD","LA PLATA","MD","20646"
"MD0080043","CHARLES CO DEPT PUBLIC WORKS_5310 HAWTHORNE ROAD","LA PLATA","MD","20646"
"MD0080046","CHARLES CO DEPT PUBLIC WORKS_5310 HAWTHORNE ROAD","LA PLATA","MD","20646"
"MD0080049","CHARLES CO DEPT PUBLIC WORKS_5310 HAWTHORNE ROAD","LA PLATA","MD","20646"
"MD0080055","CHARLES CO DEPT PUBLIC WORKS_5310 HAWTHORNE ROAD","LA PLATA","MD","20646"
"MD0080057","CHARLES CO DEPT PUBLIC WORKS_5310 HAWTHORNE ROAD","LA PLATA","MD","20646"
"NM3502721","_245C County Rd. 357","LUMBERTON","NM","87528"
"OH2503203","1615 Truro Avenue_","REYNOLDSBURG","OH","43068"
"NJ1339001","310 SWIMMING RIVER RD_","COLTS NECK","NJ","07722"
"AZ0413258","STE A_1965 COMMERCE CENTER CIR","PRESCOTT","AZ","86301"
"MI0000605","1181 NORTH SHORE DR_","BENTON HARBOR","MI","49022"
"VA6047015","4909 Cordell Avenue_","BETHESDA","MD","20814"
"IL0910650","29 N DIXIE HIGHWAY_","MOMENCE","IL","60954-3088"
"TX1550028","12520 GHOLSON RD_","WACO","TX","76705-5609"
"NJ2104001","106 ROUTE 94_","BLAIRSTOWN TOWNSHIP","NJ","07825"
"NJ1427010","WOLFE ROAD_RD 1","HACKETTSTOWN","NJ","07840"
"MO1041618","1325 E CAMBRIDGE_","BELTON","MO","64012-0000"
"NJ0328001","50 EGBERT STREET_","PEMEBERTON","NJ","08068"
"NV0000408","1240 EAST STATE STREET STE 115_","PAHRUMP","NV","89048"
"WI1540770","6603 N RILEY RD_","EVANSVILLE","WI","53536"
"OR4100765","726 ROYALTY DRIVE NE_","SALEM","OR","97301"
"GA1430001","4300 GA Hwy 120_","BUCHANAN","GA","30113"
"NV0000189","540 COURT STREET SUITE 104_","ELKO","NV","89801"
"NV0000169","540 COURT STREET SUITE 104_","ELKO","NV","89801"
"NV0002070","540 COURT STREET SUITE 104_","ELKO","NV","89801"
"OH5202312","171 Granger Rd #126_","MEDINA","OH","44256"
"PA7670038","593 W RIDGE RD_","PALMYRA","PA","17078"
"PA7670040","36 BRADYS HILL RD_","HOLTWOOD","PA","17532"
"PA7670041","36 BRADYS HILL RD_","HOLTWOOD","PA","17532"
"PA7670051","6424 YORK RD_","SPRING GROVE","PA","17362"
"PA7670061","6310 ALLENTOWN BLVD_","HARRISBURG","PA","17112"
"TX1010667","14715 SWEENEY RD_","HOUSTON","TX","77060-4609"
"FL3481481","171 E PALMETTO ST_","WINTER GARDEN","FL","34787"
"TX0720001","213 E BLACKJACK ST_","DUBLIN","TX","76446-2303"
"FL3491298","601 E OAK ST_SUITE C","KISSIMMEE","FL","34744"
"FL3494313","4658 WHISPERING PINES BLVD_","KISSIMMEE","FL","34758"
"NV0001093","1240 EAST STATE STREET STE 115_","PAHRUMP","NV","89048"
"NV0005067","1240 EAST STATE STREET STE 115_","PAHRUMP","NV","89048"
"NV0000270","1240 EAST STATE STREET STE 115_","PAHRUMP","NV","89048"
"NV0005032","1240 EAST STATE STREET STE 115_","PAHRUMP","NV","89048"
"NV0000920","1240 EAST STATE STREET STE 115_","PAHRUMP","NV","89048"
"NV0000036","448 TONKA LANE NO 3_","SPRING CREEK","NV","89815"
"NV0005027","448 TONKA LANE NO 3_","SPRING CREEK","NV","89815"
"IN5253009","1100 East Chambers Pike_","BLOOMINGTON","IN","47408"
"OH2503411","21 S STATE ST_","WESTERVILLE","OH","43081"
"NC0392154","130 West First Street_","WENDELL","NC","27591"
"NC0235101","130 West First Street_","WENDELL","NC","27591"
"NC0291104","1300 Poplar Creek Road_","HENDERSON","NC","27537"
"WY5601449","4150 COLLINS ROAD_","GILLETTE","WY","82718"
"IN5245032","122 Huber Boulevard_","HOBART","IN","46342"
"IN5274013","11477 East State Road 62_","ST. MEINRAD","IN","47577"
"IN5251002","23148 Harper Hill Road_","LOOGOOTEE","IN","47553"
"IN5238001","312 North Meridian Street_","DUNKIRK","IN","47336"
"MD0080004","CHARLES CO DEPT PUBLIC WORKS_5310 HAWTHORNE ROAD","LA PLATA","MD","20646"
"MD0080002","CHARLES CO DEPT PUBLIC WORKS_5310 HAWTHORNE ROAD","LA PLATA","MD","20646"
"MD0080033","CHARLES CO DEPT PUBLIC WORKS_5310 HAWTHORNE ROAD","LA PLATA","MD","20646"
"MD0080032","CHARLES CO DEPT PUBLIC WORKS_5310 HAWTHORNE ROAD","LA PLATA","MD","20646"
"MD0080030","CHARLES CO DEPT PUBLIC WORKS_5310 HAWTHORNE ROAD","LA PLATA","MD","20646"
"MD0080028","CHARLES CO DEPT PUBLIC WORKS_5310 HAWTHORNE ROAD","LA PLATA","MD","20646"
"MD0080009","CHARLES CO DEPT PUBLIC WORKS_5310 HAWTHORNE ROAD","LA PLATA","MD","20646"
"MD0080005","CHARLES CO DEPT PUBLIC WORKS_5310 HAWTHORNE ROAD","LA PLATA","MD","20646"
"WI2460973","11014 NORTH BRIGHTON PLACE_","MEQUON","WI","53097"
"WI6320310","ATTN:  CARROLL VIZECKY, ADMIN_2800 WARD AVE","La Crosse","WI","54601-7498"
"WI6320323","ATTN:  CARROLL VIZECKY, ADMIN_2800 WARD AVE","La Crosse","WI","54601-7498"
"WI6320311","ATTN:  CARROLL VIZECKY, ADMIN_2800 WARD AVE","La Crosse","WI","54601-7498"
"MD0080062","CHARLES CO DEPT PUBLIC WORKS_5310 HAWTHORNE ROAD","LA PLATA","MD","20646"
"MD0080006","PRESIDENT, HOME OWNERS' ASSOC._3742 GARDINER RD","WALDORF","MD","20601"
"NY1450033","3030 Union Road_","BUFFALO","NY","14227"
"MD0080013","TRIMAC (FOREST PARK) WATER CO_4265 MARION LANE","WALDORF","MD","20601"
"MD0090220","COUNTRY ESTATES, INC._30339 FOSKEY LANE","DELMAR","MD","21875"
"MD0220222","COUNTRY ESTATES, INC._30339 FOSKEY LANE","DELMAR","MD","21875"
"MD0220220","COUNTRY ESTATES, INC._30339 FOSKEY LANE","DELMAR","MD","21875"
"MD0220204","COUNTRY ESTATES, INC._30339 FOSKEY LANE","DELMAR","MD","21875"
"CO0149671","1091 REDSTONE BLVD_","REDSTONE","CO","81623"
"CO0119508","31 DUROUX LN_","BASALT","CO","81621"
"CO0119234","2 WEST DRY CREEK CIR STE 200_","LITTLETON","CO","80120"
"CO0133100","2 WEST DRY CREEK CIR STE 200_","LITTLETON","CO","80120"
"AZ0413340","ATTN KEVIN JONES_2120 W RESERVATION LOOP RD","CAMP VERDE","AZ","86322"
"WA5354775","585 Bethel Ave Ste 202_","Port Orchard","WA","98366"
"WA5354850","9103 E Frederick_","Spokane","WA","99206"
"WA5354950","1000 LAUREL ST_","MILTON","WA","98354"
"WA5355820","806 W Main St_","Monroe","WA","98272-2198"
"WA5355935","4201 Meadow Dr_","Montesano","WA","98563"
"WA5355070","21971 N Hwy 101_","Shelton","WA","98584"
"WA5355160","13315 Goodnough Dr NW_","Gig Harbor","WA","98332-8640"
"IL1835050","15150 EAST 400 NORTH ROAD_","RIDGE FARM","IL","61870"
"IL1990050","VILLAGE HALL_406 POPLAR AVENUE","DESOTO","IL","62924"
"LA1105045","BAYWOOD ESTATES WATER SYSTEM_17469 BAYWOOD DRIVE","PONCHATOULA","LA","70454"
"TX1990001","385 S GOLIAD ST_","ROCKWALL","TX","75087-3737"
"KS2011503","511 N MAIN_","FLORENCE","KS","66851"
"CA4300999","13210 Uvas Road_","MORGAN HILL","CA","95037"
"CA1910064","35141 87TH STREET EAST_","LITTLEROCK","CA","93543"
"105300015","31912 LITTLE BOSTON RD._","KINGSTON","WA","98346"
"TX2410043","402 COUNTY ROAD 362_","EL CAMPO","TX","77437-9685"
"TX1010925","10000 MEMORIAL DR STE 260_","HOUSTON","TX","77024-3430"
"TX1050191","10300 DARDEN HILLS RD_","AUSTIN","TX","78737-9382"
"TX1050180","10300 DARDEN HILLS RD_","AUSTIN","TX","78737-9382"
"NC0160379","5970 FAIRVIEW RD  SUITE 710_","CHARLOTTE","NC","28210"
"NC0136107","100 BELMONT MT. HOLLY ROAD_BELMONT ABBEY COLLEGE","BELMONT","NC","28012"
"MO5010967","14825 N ORLEANS TRAIL_","STOCKTON","MO","65785-0000"
"CA3600008","22545 Del Oro Road_","APPLE VALLEY","CA","92308"
"CA2701452","195 MONTEREY DUNES WAY_","MOSS LANDING","CA","95039"
"WA5301649","3383 Hwy 25 N, Lot 14_","Northport","WA","99157"
"NM3500430","_134 Yucca Dr.","PORTALES","NM","88130"
"WI2680225","5815 Mary Lane_","Oconomowoc","WI","53066"
"WI2670115","301 E COMMERCE BLVD, LOT #500_","Slinger","WI","53086-9021"
"OR4101327","26455 HIGHWAY 97 N_","CHILOQUIN","OR","97624"
"105300086","2151 BEVERLY BEACH DR. N.W._","OLYMPIA","WA","98502"
"IL1570400","HYDRO SERVICES, INC._5 SOUTH ALTON, SUITE #8","FREEBURG","IL","62243"
"IL1630750","HYDRO SERVICES, INC._5 SOUTH ALTON, SUITE #8","FREEBURG","IL","62243"
"IL0550750","301 CHURCH STREET_","ZEIGLER","IL","62999"
"UTAH02078","9448 S 1210 E_","SANDY","UT","84094"
"NY3704361","114 Mitchell Street_","OSWEGO","NY","13126"
"NY2630002","Route 8_","BROOKFIELD","NY","13314"
"MO5010681","204 N MAIN_","REPUBLIC","MO","65738-0000"
"MO1031250","18813 MAIN ST_LEE CENTELLA TREASURER","BELTON","MO","64012-0000"
"PA2580038","1675 KELLY RD_","FRIENDSVILLE","PA","18818"
"CO0152188","400 S CROSS L DR_","MEEKER","CO","81641"
"UTAH02012","25660 N 8900 W_","PORTAGE","UT","84331"
"UTAH25006","1377 S 350 E_","PROVO","UT","84606"
"WI2521070","1425 Ramona DR_","MOUNT PLEASANT","WI","53406"
"UTAH13005","238 W 100 N_","KANAB","UT","84741"
"FL3424689","11800 SE US 441_","BELLEVIEW","FL","34420"
"FL4561689","2300 Virginia Ave_","Fort Pierce","FL","34982"
"TX2400029","1000 HOUSTON ST FL 3_","LAREDO","TX","78040-8017"
"TX2400022","1000 HOUSTON ST FL 3_","LAREDO","TX","78040-8017"
"NJ1319010","8800 BRONX AVENUE_2ND FLOOR","SKOKIE","IL","60077"
"OR4101310","54118 FREEMAN RD_","SCAPPOOSE","OR","97056"
"OR4101411","50776 DIKE RD_","SCAPPOOSE","OR","97056"
"AK2211075","1200 WEst Dimond Blvd_","ANCHORAGE","AK","99515"
"MT0004734","18 FRANKLIN HILL_","BOZEMAN","MT","59715"
"MT0002738","43 HWY 16_","GLENDIVE","MT","59330"
"MT0003414","105 E BLUEGRASS_","KALISPELL","MT","59901"
"FL3424664","2610 SE 67TH STREET_","OCALA","FL","34480"
"NY1310666","_6 Sylvia Dr","WAPPINGERS FALLS","NY","12590"
"TX0030030","242 E MAIN ST_","ZAVALLA","TX","75980-9253"
"CT0920041","28 LITTLE BROOK ROAD_","NEW HARTFORD","CT","06057"
"MO5069056","3132 N FAIRHAVEN LOOP_","STRAFFORD","MO","65757-0000"
"NY3921641","Bill Bocchino_TWO CENTER STREET","CROTON FALLS","NY","10519-1019"
"PA3060010","202 E MAIN ST_","BIRDSBORO","PA","19508"
"MO5191413","13192 STATE HWY 13_","KIMBERLING CITY","MO","65686-0000"
"CO0134660","285 IRREANTUM WAY_","DURANGO","CO","81303"
"CO0130045","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0101352","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0107582","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0110026","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0159080","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0107246","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0130005","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0120246","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CA1000298","1625 E. Shaw Avenue,  #116_","FRESNO","CA","93710"
"KS2000916","508 CENTRE ST_","PAWNEE ROCK","KS","67567"
"NY1030187","LONG LAKE ASSOCIATION_30 ARCADIA DRIVE","ANCRAMDALE","NY","12503"
"KS2012705","409 LYNDON ST_","WILSEY","KS","66873"
"AK2218807","11404 JESSIE MAE CIRCLE_","EAGLE RIVER","AK","99577"
"OH8600512","404 N MICHIGAN ST_","EDON","OH","43518"
"KS2008712","6766 LAKE RIDGE PKWY_","OZAWKIE","KS","66070"
"KS2009110","7601 HOLLIDAY DR_","KANSAS CITY","KS","66106"
"CO0143510","63579 SPRING CREEK RD STE 27_","MONTROSE","CO","81403"
"KS2020501","14333 200 RD_","NEODESHA","KS","66757"
"CO0130095","4255 S BUCKLEY RD_","AURORA","CO","80013"
"CO0121240","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"TX1070249","10101 STATE HIGHWAY 31 E_","MURCHISON","TX","75778-3427"
"CT1094201","123 ELVIRA HEIGHTS_","PUTNAM","CT","06260"
"AR0000559","5617 MORO BAY HWY_","EL DORADO","AR","71730"
"AZ0410101","802 W. Comobabi_","TUCSON","AZ","85704"
"AZ0420033","1067 W. Miracle Mile #32_","TUCSON","AZ","85705"
"AZ0410282","14250 W. Lodorie Lane_","TUCSON","AZ","85736"
"KS2005913","1506 OLD HWY 50_","WILLIAMSBURG","KS","66095"
"KS2011706","209 N 8TH ST_","MARYSVILLE","KS","66508"
"KS2014923","10899 WALNUT DR_","SAINT GEORGE","KS","66535"
"KS2008503","430 PENNSYLVANIA AVE_","HOLTON","KS","66436"
"CO0121200","4255 S BUCKLEY RD_","AURORA","CO","80013"
"KS2020108","214 E NORTH ST_","HANOVER","KS","66945"
"LA1103147","ST TAMMANY PARISH_620 N. Tyler Street","COVINGTON","LA","70433"
"LA1103146","ST TAMMANY PARISH_620 N. Tyler Street","COVINGTON","LA","70433"
"LA1103145","ST TAMMANY PARISH_620 N. Tyler Street","COVINGTON","LA","70433"
"LA1013016","Shiloh Waterworks District_1069 Bailey Rd","BIENVILLE","LA","71008"
"NY1302788","_7340 South Broadway","REDHOOK","NY","12571"
"MI0006625","111 NORTH MCGREE ROAD_","LAKE CITY","MI","49651"
"MI0002115","111 NORTH MCGREE ROAD_","LAKE CITY","MI","49651"
"MI0005712","11453 NORTHLAND DR NE_","ROCKFORD","MI","49341"
"MI0040495","17570 TECUMSEH ST_","DUNDEE","MI","48131"
"MI0004250","2511 10th Street_","MENOMINEE","MI","49858"
"PA3060013","127 QUARRY ROAD SUITE 1_","KUTZTOWN","PA","19530"
"PA3060015","2131 N BROAD ST_","LANSDALE","PA","19446"
"PA3060016","7 EBELHARE RD_","POTTSTOWN","PA","19465"
"PA3060018","762 W LANCASTER AVE_","BRYN MAWR","PA","19010"
"PA3060026","2403 MAIN STREET_","NARVON","PA","17555"
"CA4500003","21971 Belmont Dr_","PALO CEDRO","CA","96073"
"IN5201002","172 North 2nd Street_","DECATUR","IN","46733"
"IN5201004","102 East Walnut Street_","MONROE","IN","46772-0043"
"WI7640118","1147 Johnson Crk Rd_","Arbor Vitae","WI","54568"
"WI1540116","5 WEST ROLLIN ST_","EDGERTON","WI","53534"
"WI8510132","403 CENTER ST_","Prentice","WI","54556"
"CA3901213","4900 Santa Anita Ave_","EL MONTE","CA","91731"
"WI1110126","N750 GOLF RD, LOT 70_","PRAIRIE DU SAC","WI","53578"
"WI2460685","4321 W RIVER WILLOWS COURT_","MEQUON","WI","53092"
"MI0004890","1636 HARTWICK PINES ROAD_","GRAYLING","MI","49738"
"MI0006560","309 East Chicago Boulevard_","TECUMSEH","MI","49286"
"MI0003134","5123 Old Plank Road_","ONONDAGA","MI","49264"
"MI0006282","1539 S Bartlett_","ST. CLAIR","MI","48079"
"MI0004006","3804 S ADRIAN HIGHWAY_","ADRIAN","MI","49221"
"MI0006325","16195 Old US 12_","CHELSEA","MI","48118"
"NY2902857","575 BIRCH ST_","WEST HEMPSTEAD","NY","11552"
"NY5001213","Corning Town Supervisor_20 South Maple Street","CORNING","NY","14830"
"NY5001211","Corning Town Supervisor_20 South Maple Street","CORNING","NY","14830"
"NY5030114","Corning Town Supervisor_20 South Maple Street","CORNING","NY","14830"
"LA1115090","SANDY HILL WATER AND SEWER_400 BURGUNDY STREET  APT196","LEESVILLE","LA","71446"
"CA3710004","1050 Camino del Mar_","DEL MAR","CA","92014"
"CO0107321","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0130033","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0101065","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0101075","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0101085","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0201006","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0107733","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0180175","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0118002","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0116104","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CO0121724","11919 W I-70 FRONTAGE RD STE 116A_","WHEAT RIDGE","CO","80033"
"CT0780171","501 Chestnut Ridge Road_Suite 306","CHESTNUT RIDGE","NY","10977"
"CT0950011","15 MASONIC STREET_","NEW LONDON","CT","06320"
"GA0290053","8840 Highway 17_","RICHMOND HILL","GA","31324"
"AR0000094","360 NORTH 2ND ST_","PIGGOTT","AR","72454"
"KS2003902","301 E OSSIPEE_","NORCATUR","KS","67653"
"KS2003903","1 MORGAN DR_","OBERLIN","KS","67749"
"MO3031089","1248 OSAGE HIGHLANDS LOOP_","CAMDENTON","MO","65020-0000"
"CA3010023","949 W. 16TH STREET_","NEWPORT BEACH","CA","92663"
"CA3710008","990 E. MISSION RD._","FALLBROOK","CA","92028"
"LA1103149","ST TAMMANY PARISH_620 N. Tyler Street","COVINGTON","LA","70433"
"LA1103154","ST TAMMANY PARISH_620 N. Tyler Street","COVINGTON","LA","70433"
"LA1103079","ST TAMMANY PARISH_620 N. Tyler Street","COVINGTON","LA","70433"
"LA1103093","ST TAMMANY PARISH_620 N. Tyler Street","COVINGTON","LA","70433"
"LA1103105","ST TAMMANY PARISH_620 N. Tyler Street","COVINGTON","LA","70433"
